DESCRIPCION,NOMBRE_FACULTAD,NOMBRE_PROGRAMA,JORNADA,MODALIDAD,NOMBRE_SEDE,TIPO_IDEN_EST,LUG_EXPEDICION,LUGAR_NACIMIENTO,FECHA_NACIMIENTO,SEXO,ESTRATO,NOMBRE_ESTADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,FISICA,DIURNO,PRESENCIAL,TUNJA,T,GARAGOA,GARAGOA,02/29/2000 12:00:00 AM,M,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,FISICA,DIURNO,PRESENCIAL,TUNJA,C,FUSAGASUGÁ,FUSAGASUGÁ,10/29/1999 12:00:00 AM,M,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,MATEMATICAS,DIURNO,PRESENCIAL,TUNJA,C,,,07/01/1998 12:00:00 AM,M,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,MATEMATICAS,DIURNO,PRESENCIAL,TUNJA,C,SOGAMOSO,SOGAMOSO,02/08/1999 12:00:00 AM,F,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,MATEMATICAS,DIURNO,PRESENCIAL,TUNJA,T,,,04/04/2001 12:00:00 AM,F,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,MATEMATICAS,DIURNO,PRESENCIAL,TUNJA,C,PAIPA,PAIPA,02/11/1993 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,MATEMATICAS,DIURNO,PRESENCIAL,TUNJA,T,TUNJA,TUNJA,06/21/2000 12:00:00 AM,F,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,MATEMATICAS,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,10/24/1996 12:00:00 AM,F,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,QUIMICA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,10/22/1997 12:00:00 AM,F,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,QUIMICA,DIURNO,PRESENCIAL,TUNJA,C,,,05/26/1997 12:00:00 AM,M,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,QUIMICA,DIURNO,PRESENCIAL,TUNJA,C,PAIPA,PAIPA,05/10/1997 12:00:00 AM,F,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,QUIMICA,DIURNO,PRESENCIAL,TUNJA,C,,,04/09/2000 12:00:00 AM,F,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,QUIMICA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,01/18/2001 12:00:00 AM,M,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,QUIMICA,DIURNO,PRESENCIAL,TUNJA,C,DUITAMA,DUITAMA,06/07/1992 12:00:00 AM,F,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,QUIMICA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,12/04/1997 12:00:00 AM,F,3,NO MATRICULADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,QUIMICA,DIURNO,PRESENCIAL,TUNJA,C,,,03/07/1997 12:00:00 AM,F,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS,QUIMICA,DIURNO,PRESENCIAL,TUNJA,C,PAIPA,PAIPA,12/04/1999 12:00:00 AM,M,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,09/13/1996 12:00:00 AM,M,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,MIRAFLORES,MIRAFLORES,09/23/1998 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,T,,,05/13/2001 12:00:00 AM,F,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,03/02/1995 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,,,08/01/1995 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,05/16/1998 12:00:00 AM,M,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,,,06/19/1992 12:00:00 AM,F,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,T,DUITAMA,DUITAMA,06/02/2001 12:00:00 AM,F,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,FIRAVITOBA,FIRAVITOBA,02/13/1996 12:00:00 AM,F,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,05/14/1998 12:00:00 AM,M,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,,,05/13/1998 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,,,10/25/1996 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,02/28/2000 12:00:00 AM,M,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,,,04/09/1996 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,,,06/22/1995 12:00:00 AM,F,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,,,11/02/2000 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,04/30/1999 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,,,07/13/1996 12:00:00 AM,M,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,,,10/11/1997 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,INGENIERIA AGRONOMICA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,06/03/2000 12:00:00 AM,F,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MAESTRIA EN DESARROLLO RURAL,OTRA,PRESENCIAL,TUNJA,C,BOGOTÁ D.C.,BOGOTÁ D.C.,03/19/1997 12:00:00 AM,F,,NO MATRICULADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MAESTRIA EN DESARROLLO RURAL,OTRA,PRESENCIAL,TUNJA,C,,,09/09/1992 12:00:00 AM,F,,NO MATRICULADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MAESTRIA EN DESARROLLO RURAL,OTRA,PRESENCIAL,TUNJA,C,BOGOTÁ D.C.,BOGOTÁ D.C.,09/04/1989 12:00:00 AM,F,,NO MATRICULADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,T,,,04/07/2002 12:00:00 AM,F,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,DUITAMA,DUITAMA,11/17/1998 12:00:00 AM,F,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,SOGAMOSO,SOGAMOSO,10/21/1997 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,T,,,01/01/2001 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,,,01/18/1993 12:00:00 AM,M,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,,,12/13/1995 12:00:00 AM,F,2,NO MATRICULADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,,,04/30/1996 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,,,04/03/1996 12:00:00 AM,M,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,03/25/2000 12:00:00 AM,M,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,,,03/02/1996 12:00:00 AM,F,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,,,03/15/1999 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,BOGOTÁ D.C.,BOGOTÁ D.C.,10/25/1998 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,06/20/2000 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,10/20/1991 12:00:00 AM,F,,NO MATRICULADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,,,07/26/1999 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,,,04/01/2000 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,,,04/16/1994 12:00:00 AM,M,,NO MATRICULADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,DOCTORADO EN CIENCIAS DE LA EDUCACION,OTRA,PRESENCIAL,TUNJA,C,,,11/04/1978 12:00:00 AM,F,,NO MATRICULADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,DOCTORADO EN CIENCIAS DE LA EDUCACION,OTRA,PRESENCIAL,TUNJA,C,,,03/20/1969 12:00:00 AM,M,,NO MATRICULADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,ESPECIALIZACION EN ARCHIVISTICA,OTRA,PRESENCIAL,TUNJA,C,BOGOTA D.E,BOGOTA D.E,03/22/1974 12:00:00 AM,M,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,ESPECIALIZACION EN ARCHIVISTICA,OTRA,PRESENCIAL,TUNJA,C,,,06/10/1989 12:00:00 AM,M,,NO MATRICULADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,ESPECIALIZACION EN GERENCIA EDUCACIONAL,OTRA,PRESENCIAL,TUNJA,C,CHIQUINQUIRÁ,CHIQUINQUIRÁ,02/09/1993 12:00:00 AM,M,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,DIURNO,PRESENCIAL,TUNJA,C,SOGAMOSO,SOGAMOSO,09/06/1994 12:00:00 AM,F,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,03/04/1994 12:00:00 AM,M,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,DIURNO,PRESENCIAL,TUNJA,C,TOCANCIPÁ,TOCANCIPÁ,02/22/1996 12:00:00 AM,F,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,DIURNO,PRESENCIAL,TUNJA,C,,,08/23/1999 12:00:00 AM,M,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,,,09/21/1999 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,SOGAMOSO,SOGAMOSO,08/29/1995 12:00:00 AM,F,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,,,05/17/1999 12:00:00 AM,F,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,BARBOSA,BARBOSA,07/28/1989 12:00:00 AM,F,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,07/17/1999 12:00:00 AM,M,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,,,07/13/1997 12:00:00 AM,F,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,SABANA DE TORRES,SABANA DE TORRES,04/26/1992 12:00:00 AM,M,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,01/28/1999 12:00:00 AM,F,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,,,08/09/2000 12:00:00 AM,F,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN ARTES PLASTICAS,DIURNO,PRESENCIAL,TUNJA,C,DUITAMA,DUITAMA,07/21/1992 12:00:00 AM,M,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN ARTES PLASTICAS,DIURNO,PRESENCIAL,TUNJA,C,SAN GIL,SAN GIL,05/08/1993 12:00:00 AM,F,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN ARTES PLASTICAS,DIURNO,PRESENCIAL,TUNJA,C,,,06/12/1997 12:00:00 AM,F,3,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN ARTES PLASTICAS,DIURNO,PRESENCIAL,TUNJA,C,,,02/09/1997 12:00:00 AM,F,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,10/13/1991 12:00:00 AM,M,1,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,DIURNO,PRESENCIAL,TUNJA,C,BARBOSA,BARBOSA,06/18/1996 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,DIURNO,PRESENCIAL,TUNJA,C,SOGAMOSO,SOGAMOSO,07/01/1996 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,DIURNO,PRESENCIAL,TUNJA,C,MONIQUIRÁ,MONIQUIRÁ,09/27/1995 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",OTRA,DISTANCIA,COGUA,C,,,10/05/1980 12:00:00 AM,F,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",OTRA,DISTANCIA,SANTA FE DE BOGOTA,C,TIBANÁ,TIBANÁ,07/26/1986 12:00:00 AM,F,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",OTRA,DISTANCIA,YOPAL,C,TRINIDAD,TRINIDAD,01/10/1991 12:00:00 AM,F,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",OTRA,DISTANCIA,CHIQUINQUIRA,C,MONIQUIRÁ,MONIQUIRÁ,03/27/1995 12:00:00 AM,F,,NO MATRICULADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",OTRA,DISTANCIA,GARAGOA,C,,,07/08/1992 12:00:00 AM,M,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",OTRA,DISTANCIA,TUNJA,C,,,11/05/1985 12:00:00 AM,F,,NO MATRICULADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",OTRA,DISTANCIA,TUNJA,C,,,02/10/1994 12:00:00 AM,M,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",OTRA,DISTANCIA,TUNJA,C,,,03/11/1992 12:00:00 AM,F,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN BÁSICA PRIMARIA,,DISTANCIA,TUNJA,C,TUNJA,TUNJA,11/18/1993 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN BÁSICA PRIMARIA,,DISTANCIA,TUNJA,C,,,02/09/1996 12:00:00 AM,M,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,03/26/1996 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES,DIURNO,PRESENCIAL,TUNJA,C,VALLEDUPAR,VALLEDUPAR,02/29/1984 12:00:00 AM,M,,RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,12/01/1995 12:00:00 AM,M,2,RETIRADO CON CUPO RESERVADO
